Codigo;NomeBarragem;NomeEmpreendedor;CpfCnpjFormatado;LatitudeFormatada;LongitudeFormatada;CoordenadaSIRGAFormatado;Municipio;UF;Minerio;Altura;VolumeAtualFormatado;MetodoConstrutivoFormatado;CategoriaRisco;DanoPotencial;GestaoOperacional;InseridaPNSBFormatada;SituacaoNivelEmergencial;SituacaoDeclaracaoCondicaoEstabilidade;SituacaoDeclaracaoCondicaoEstabilidadeRPSB;SituacaoDeclaracaoConformidadeOperacionalidade;SituacaoOperacionalFormatado;StatusEmbargo
9498;PILHA 05 - P5C09;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'47.508";-39°51'58.329";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;20.000,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9337;Pilha 05 - P5C1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'46.158";-39°51'54.612";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;172.053,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9338;Pilha 05 - P5C2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'36.688";-39°52'05.408";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;155.498,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9339;Pilha 05 - P5C3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'48.573";-39°51'51.266";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;141.410,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9340;Pilha 05 - P5C4;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'30.737";-39°52'08.101";Sul do Equador;JAGUARARI;BA;Minério de Cobre;14,00;7.052,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9341;Pilha 05 - P5C5;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'43.946";-39°52'07.752";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;0,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9343;Pilha 05 - P5XC2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'32.341";-39°51'54.787";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;79.459,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9342;Pilha 05 - XC1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'37.962";-39°51'52.340";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;80.000,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9465;PILHA 06 - P6C3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'41.710";-39°52'20.319";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;242.428,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9659;PILHA 06 - P6C5;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'51.023";-39°52'23.458";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;40.992,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9782;Pilha 07 - P7C2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'32.228";-39°52'21.723";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;4.500,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9815;PILHA 11 - P11C1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'39.164";-39°52'49.306";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;10.395,00;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9816;PILHA 11 - P11C2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'43.578";-39°52'49.792";Sul do Equador;JAGUARARI;BA;Minério de Cobre;3,00;360,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9449;PILHA01-C10;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'09.377";-39°51'57.949";Sul do Equador;JAGUARARI;BA;Minério de Cobre;8,00;52.330,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9450;PILHA01-C11;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'12.571";-39°51'49.114";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;86.563,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9451;PILHA01-C12;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'13.533";-39°51'41.922";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;153.518,00;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9452;PILHA01-C13;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'22.936";-39°51'53.774";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;14.275,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9453;PILHA05-C06;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'42.222";-39°51'47.635";Sul do Equador;JAGUARARI;BA;Minério de Cobre;6,00;151.027,00;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9455;PILHA05-XC03;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'29.629";-39°51'53.877";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;70.822,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9454;PILHA07-C1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'33.556";-39°52'17.827";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;8.072,00;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9823;PILHA11 - P11C3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'48.506";-39°52'47.816";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;20.000,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9824;PILHA11 - P11C4;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'40.319";-39°52'44.461";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;7.000,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9512;PILHASUL - PCS1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'25.841";-39°52'15.247";Sul do Equador;JAGUARARI;BA;Minério de Cobre;6,00;12.654,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9513;PILHASUL - PCS2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'22.213";-39°52'17.975";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;0,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9514;PILHASUL - PCS3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'22.580";-39°52'15.711";Sul do Equador;JAGUARARI;BA;Minério de Cobre;3,00;0,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9248;Pinheirinho;Mineração Nossa Senhora do Carmo Ltda;83.647.750/0001-87;-24°44'52.790";-49°11'40.930";Sul do Equador;CERRO AZUL;PR;Fluorita;37,00;672.408,00;0 - Etapa única;Médio;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Não Embargada
8925;PIRAPORÃO 138 II;Uilson Romanha & Cia Ltda;00.934.199/0001-25;-23°37'42.100";-47°37'19.200";Sul do Equador;SALTO DE PIRAPORA;SP;-;4,00;28.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
8927;PIRAPORÃO 138 III;Uilson Romanha & Cia Ltda;00.934.199/0001-25;-23°37'53.600";-47°37'18.500";Sul do Equador;SALTO DE PIRAPORA;SP;-;8,00;115.200,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8622;Piteiras;Piteiras Mineração Ltda.;03.369.498/0001-52;-19°41'32.500";-43°06'46.300";Sul do Equador;ITABIRA;MG;-;2,00;2.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9173;Planta;PROMETALICA MINERACAO LTDA;03.564.155/0001-49;-15°23'46.300";-58°08'42.900";Sul do Equador;RIO BRANCO;MT;Minério de Zinco;20,00;230.000,00;0 - Etapa única;Médio;Alto;B;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Em descaracterização (projeto/obras/monitoramento);Embargada
9138;PN - 1;SALOBO METAIS S/A;33.931.478/0001-94;-06°24'20.600";-50°03'25.600";Sul do Equador;CANAÃ DOS CARAJÁS;PA;-;5,00;100.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9139;PN - 3;SALOBO METAIS S/A;33.931.478/0001-94;-06°24'09.341";-50°04'31.472";Sul do Equador;CANAÃ DOS CARAJÁS;PA;-;6,50;1.120,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9140;PN - 4;SALOBO METAIS S/A;33.931.478/0001-94;-06°24'41.461";-50°01'59.710";Sul do Equador;CANAÃ DOS CARAJÁS;PA;-;5,00;7.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9141;PN - 6;SALOBO METAIS S/A;33.931.478/0001-94;-06°24'21.578";-50°05'03.123";Sul do Equador;CANAÃ DOS CARAJÁS;PA;-;5,50;50.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9142;PN -5;SALOBO METAIS S/A;33.931.478/0001-94;-06°25'16.985";-50°02'09.927";Sul do Equador;CANAÃ DOS CARAJÁS;PA;-;4,00;6.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8403;Pocilga;VALE S.A.;33.592.510/0001-54;-20°11'06.300";-43°36'20.700";Sul do Equador;SANTA BÁRBARA;MG;-;9,00;38.558,57;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9390;Pond - PDE Sul;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-18°59'12.152";-46°47'58.919";Sul do Equador;PATROCÍNIO;MG;-;8,46;40.207,96;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8909;POND 1 - BARRAGEM DE LIXIVIAÇÃO;NX GOLD S.A. Filial: NX GOLD S.A.;18.501.410/0002-62;-14°38'26.700";-52°29'49.000";Sul do Equador;NOVA XAVANTINA;MT;Minério de Ouro Primário;13,12;248.550,77;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Desembargada
8910;POND 2 - BARRAGEM DE FLOTAÇÃO;NX GOLD S.A. Filial: NX GOLD S.A.;18.501.410/0002-62;-14°38'21.098";-52°30'04.795";Sul do Equador;NOVA XAVANTINA;MT;Minério de Ouro Primário;11,90;124.000,00;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Desembargada
8914;POND 3 - BARRAGEM DE FLOTAÇÃO;NX GOLD S.A. Filial: NX GOLD S.A.;18.501.410/0002-62;-14°38'25.076";-52°30'03.686";Sul do Equador;NOVA XAVANTINA;MT;Minério de Ouro Primário;11,90;130.000,00;0 - Etapa única;Baixo;Alto;B;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Desembargada
8959;Pond de Emergência;ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A;02.359.572/0004-30;-21°49'52.000";-41°01'14.000";Sul do Equador;SÃO JOÃO DA BARRA;RJ;-;4,50;333.438,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8332;Pontal;VALE S.A.;33.592.510/0001-54;-19°37'31.668";-43°10'58.597";Sul do Equador;ITABIRA;MG;Minério de Ferro;69,90;227.139.145,00;10 - Alteamento a montante;Alto;Alto;B;Sim;Nível de Emergência 1;2º Campanha 2024 - Não Atestado;Não Atestado;Campanha 2024 - Atestado;Em descaracterização (projeto/obras/monitoramento);Embargada
8375;Porteirinha;VALE S.A.;33.592.510/0001-54;-19°57'33.180";-43°14'20.000";Sul do Equador;SANTA BÁRBARA;MG;-;28,90;2.767.520,00;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Embargada
8730;PORTO-4A;ITAQUAREIA INDUSTRIA EXTRATIVA DE MINERIOS LTDA;55.023.386/0001-49;-23°33'46.100";-46°16'04.500";Sul do Equador;MOGI DAS CRUZES;SP;Argila;8,00;933.900,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8759;PORTO-4B;ITAQUAREIA INDUSTRIA EXTRATIVA DE MINERIOS LTDA;55.023.386/0001-49;-23°33'56.300";-46°16'24.100";Sul do Equador;MOGI DAS CRUZES;SP;Argila;7,00;345.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8308;Prata;VALE S.A.;33.592.510/0001-54;-20°24'42.200";-43°51'55.000";Sul do Equador;OURO PRETO;MG;-;9,01;20.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8405;Principal;VALE S.A.;33.592.510/0001-54;-20°10'24.600";-43°36'55.100";Sul do Equador;SANTA BÁRBARA;MG;-;22,70;2.812.835,93;2 - Alteamento a jusante;Médio;Alto;B;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
9143;PS -1;SALOBO METAIS S/A;33.931.478/0001-94;-06°26'01.900";-50°02'54.100";Sul do Equador;CANAÃ DOS CARAJÁS;PA;-;7,00;220.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10033;PURO OURO;VALGNO DE MATOS TINOCO;***;-15°33'22.230";-55°50'46.460";Sul do Equador;CUIABÁ;MT;Minério de Ouro Primário;10,79;270.622,94;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10322;QB-01;COOPERATIVA DE EXTRACAO MINERAL DE MATO GROSSO;23.300.330/0001-06;-15°52'39.450";-56°26'13.720";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;;0;0,00;Indefinido;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em Construção;Não Embargada
9172;Queimada ;METALMIG MINERACAO INDUSTRIA E COMERCIO S/A;34.456.038/0001-95;-09°25'25.900";-63°02'52.400";Sul do Equador;ITAPUÃ DO OESTE;RO;Aluvião Estanífero;5,00;60.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9482;QUEIMADA02;METALMIG MINERACAO INDUSTRIA E COMERCIO S/A;34.456.038/0001-95;-09°27'51.000";-63°04'28.000";Sul do Equador;ITAPUÃ DO OESTE;RO;Aluvião Estanífero;6,00;146.814,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9483;QUEIMADA03;METALMIG MINERACAO INDUSTRIA E COMERCIO S/A;34.456.038/0001-95;-09°27'41.000";-63°04'32.000";Sul do Equador;ITAPUÃ DO OESTE;RO;;5,00;135.215,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
8548;Quevedo 1;EXTRACAO E COMERCIO DE AREIA QUEVEDO & SILVA LTDA;02.745.436/0001-35;-23°21'17.300";-47°43'48.900";Sul do Equador;TATUÍ;SP;Argila Arenosa;8,00;96.500,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9924;Quevedo 3;EXTRACAO E COMERCIO DE AREIA QUEVEDO & SILVA LTDA;02.745.436/0001-35;-23°21'13.090";-47°44'03.750";Sul do Equador;TATUÍ;SP;Argila;5,00;100.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8358;Quinzinho;VALE S.A.;33.592.510/0001-54;-19°36'26.409";-43°15'26.118";Sul do Equador;ITABIRA;MG;-;16,00;479.940,00;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
8826;QUIXABA USINA;ROZEN MINERADORA, CONSULTORIA E ASSESSORIA EM GESTAO EMPRESARIAL LTDA;10.857.721/0001-76;-06°48'26.900";-37°00'28.800";Sul do Equador;VÁRZEA;PB;Areia Quartzosa;3,00;450,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9235;R22;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'41.800";-39°52'23.100";Sul do Equador;JAGUARARI;BA;Minério de Cobre;0,00;255.131,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
9236;R75;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'10.300";-39°52'05.300";Sul do Equador;JAGUARARI;BA;Minério de Cobre;0,00;1.109.985,89;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
9585;Rabo de Bica;PEDRO CERQUEIRA CALDAS;***;-15°54'19.508";-56°12'11.095";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Aluvião Aurífero;8,00;24.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8939;Rancho Casca;NACIONAL DE GRAFITE LTDA;21.228.861/0001-00;-15°55'07.900";-41°02'20.600";Sul do Equador;PEDRA AZUL;MG;Xisto;50,00;14.358.595,00;0 - Etapa única;Baixo;Alto;AA;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
8700;RAPAUNHA;ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.;18.565.382/0001-66;-19°57'55.000";-43°50'31.000";Sul do Equador;NOVA LIMA;MG;Minério de Ouro Primário;50,50;12.166.393,00;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Inativa;Desembargada
8190;RECON;MINERACAO SAO FRANCISCO DE ASSIS LTDA;42.323.964/0001-10;-06°49'53.500";-51°59'27.600";Sul do Equador;SÃO FÉLIX DO XINGU;PA;Areia;3,00;0,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
8877;Rejeito;Vantage Brasil Mineração Ltda.;08.222.734/0001-27;-11°18'48.229";-59°05'10.553";Sul do Equador;JUÍNA;MT;Rocha Diamantífera;8,00;424.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9019;REJEITO USINA;ORO AMAPA MINERACAO;06.170.253/0001-90;02°17'09.000";-51°38'00.000";Norte do Equador;CALÇOENE;AP;Minério de Ouro Primário;5,00;82.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9110;Reservatório 01;WHITE SOLDER METALURGIA E MINERACAO LTDA Filial: WHITE SOLDER METALURGIA E MINERACAO LTDA;04.107.120/0002-24;-09°37'20.200";-63°03'39.100";Sul do Equador;RIO CRESPO;RO;Areia e Cascalho;6,00;45.500,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9080;RESERVATÓRIO 01;NORTE SUL TERRAPLENAGEM E COMERCIO LTDA;17.133.940/0001-51;-12°55'57.300";-60°20'58.300";Sul do Equador;VILHENA;RO;-;3,00;124.125,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9083;RESERVATÓRIO 01;FARIAS & RODRIGUES LTDA;11.239.511/0001-87;-12°57'09.130";-60°24'29.700";Sul do Equador;VILHENA;RO;-;2,00;1.296,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9111;RESERVATÓRIO 01;PORTO COMERCIO DE AREIA LTDA;08.491.915/0001-59;-12°57'35.100";-60°17'15.500";Sul do Equador;VILHENA;RO;-;2,00;16.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9153;RESERVATÓRIO 01;MULLER & CIA LTDA;04.800.249/0001-32;-12°53'50.800";-60°25'21.300";Sul do Equador;VILHENA;RO;-;2,00;17.848,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9155;RESERVATÓRIO 02;MULLER & CIA LTDA;04.800.249/0001-32;-12°48'17.470";-60°21'52.000";Sul do Equador;VILHENA;RO;-;2,00;30.800,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
8688;RIO BRANCO;MINERAIS & METAIS COMERCIO E INDUSTRIA LTDA Filial: MINERAIS & METAIS COMERCIO E INDUSTRIA LTDA;02.587.633/0007-69;-09°46'14.500";-62°44'26.300";Sul do Equador;RIO CRESPO;RO;Areia;4,00;600.000,00;0 - Etapa única;Baixo;Baixo;B;Sim;Sem emergência;-; - ;-;Ativa;Não Embargada
8359;Rio do Peixe;VALE S.A.;33.592.510/0001-54;-19°40'27.200";-43°14'11.100";Sul do Equador;ITABIRA;MG;Minério de Ferro;27,31;14.144.168,37;0 - Etapa única;Baixo;Alto;AA;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
9152;Rio Santa Cruz;COOPERMETAL - COOPERATIVA METALURGICA DE RONDONIA;09.259.736/0001-53;-09°45'57.100";-63°34'06.900";Sul do Equador;ARIQUEMES;RO;Aluvião Estanífero;10,00;3.755.613,00;5 - Alteamento por linha de centro;Alto;Médio;A;Sim;Nível de Emergência 1;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Embargada
9423;RODUÍ II;ADAO AFONSO RODUI;***;-16°14'20.620";-56°39'09.370";Sul do Equador;POCONÉ;MT;Areia;7,00;140.000,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8471;RONDON;Roberto Nunes Rondon;***;-16°17'32.640";-56°39'02.720";Sul do Equador;POCONÉ;MT;Areia;25,00;490.000,00;2 - Alteamento a jusante;Baixo;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Inativa;Não Embargada
9197;RP1;MINERACAO PARAGOMINAS S.A.;12.094.570/0004-10;-03°15'53.440";-47°43'16.200";Sul do Equador;PARAGOMINAS;PA;Bauxita Grau Metalúrgico;13,50;7.694.797,00;0 - Etapa única;Baixo;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Desembargada
9925;RX-01;MINERADORA AREIA NOVA LTDA;02.286.818/0001-48;-23°11'38.120";-48°21'31.220";Sul do Equador;BOFETE;SP;-;13,08;323.388,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
8993;SAMACA;Mineração Vila Nova Ltda;02.008.461/0001-36;00°21'05.800";-51°50'16.300";Norte do Equador;MAZAGÃO;AP;Minério de Ferro;9,00;700.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8472;SANDRO GOMES;Valdinei Mauro de Souza;***;-16°17'42.550";-56°43'32.220";Sul do Equador;POCONÉ;MT;Areia;38,00;4.133.734,81;5 - Alteamento por linha de centro;Médio;Baixo;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Não Embargada
8930;SANGUINETE;Mineração Sanguinete Ltda;20.762.035/0001-75;-18°00'32.600";-43°46'08.100";Sul do Equador;DIAMANTINA;MG;-;3,00;15.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9934;Santa Bárbara;VALMIR GONCALO DE BARROS;***;-15°50'47.880";-56°09'34.520";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;;0;0,00;Indefinido;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em Construção;Não Embargada
8915;Santa Bárbara;VALLOUREC TUBOS DO BRASIL LTDA.;17.170.150/0001-46;-20°09'42.700";-44°00'22.400";Sul do Equador;BRUMADINHO;MG;-;37,73;718.492,00;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Desembargada
9586;Santa Helena;ALTA FLORESTA GOLD MINERACAO LTDA;17.580.707/0001-17;-10°48'08.950";-55°11'10.160";Sul do Equador;NOVA SANTA HELENA;MT;;0;0,00;Indefinido;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em Construção;Não Embargada
9026;Santa Líbera;Cooperativa de Extração de Carvão Mineral dos Trabalhadores de Criciúma;80.967.540/0001-88;-28°44'18.600";-49°25'33.200";Sul do Equador;FORQUILHINHA;SC;-;2,20;3.500,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9432;SANTA LUZIA;Mineração Santa Luzia Limitada;19.791.590/0001-46;-11°35'20.200";-47°52'59.420";Sul do Equador;NATIVIDADE;TO;Argila;5,00;600.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
